company_name,title,job_title,job_summary,city,state,id
University of Colorado,Data Scientist,Research Associate,The Department of Biostatistics and Informatics (BIOS) seeks a full-time doctoral trained Research Associate / Data Scientist to integrate systems immunology…,Aurora, CO,2591
Accenture,Data Scientist,AWS Data Engineer,"At least 5 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL and data…",Denver, CO,2592
Goldstone Partners,Data Scientist,Senior Data Scientist,As a Senior Data Scientist you’ll bring advanced level experience in data modeling to apply to Gloo’s Insights Platform and Data Science Solutions.,Boulder, CO,2593
SpotX,Data Scientist,Data Scientist,"Join SpotX as a Data Scientist.Monitor, tune, and extend existing Data Science solutions/products.A track record of providing compelling insights based on…",Broomfield, CO,2594
Bank of America,Data Scientist,Data Scientist,"5+ years of professional experience as a data scientist or related roles.These systems must overcome issues of complex data (e.g., VLDB, multi-structured, big…",Denver, CO,2595
Betsol,Data Scientist,Data Scientist,"You have at least 5 years of experience working with data and data analysis in some form.Have worked with large data sets, with big data processing tools like…",Denver, CO,2596
University of Colorado,Data Scientist,Research Associate,The Department of Biostatistics and Informatics (BIOS) seeks a full-time doctoral trained Research Associate / Data Scientist to integrate systems immunology…,Aurora, CO,2597
Seagate Technology,Data Scientist,Data Scientist - Quality/Reliability - Staff level,Job title: Data Scientist - Quality/Reliability - Staff.Writing complex SQL and understanding data models within a data warehouse environment.,Longmont, CO,2598
Oracle,Data Scientist,Senior Software and Machine Learning Engineer - Data Cloud,SENIOR DATA SCIENTIST / ML ENGINEER - DATA CLOUD.We are looking for a Senior Data Scientist for the Identity Graph Data Science team at Oracle Data Cloud (ODC)…,Broomfield, CO,2599
InVision,Data Scientist,Senior Data Scientist - Marketing,Our team is in search of a Senior Data Scientist - Marketing to help us change the way digital products are designed.,Denver, CO,2600
DaVita,Data Scientist,Data Scientist,"Work collaboratively with data scientists, actuaries, data analysts, clinicians, and operators to identify opportunities to create value through advanced…",Denver, CO,2601
University of Colorado,Data Scientist,Research Associate - Data Scientist,The Department of Biostatistics and Informatics (BIOS) seeks a full-time doctoral trained Research Associate / Data Scientist to integrate systems immunology…,Aurora, CO,2602
CACI,Data Scientist,Data Scientist/Researcher (Up to 25% Profit Sharing Benefit!),"Responsible for design analysis, problem solving/trouble shooting, determining and implementing solutions to a variety of challenging data science problems.",Aurora, CO,2603
Google,Data Scientist,Quantitative Business Analyst,"1 year of experience in an analytics, statistician, data scientist or consultant role.Experience with data analysis tools (R, SQL) and techniques (machine…",Boulder, CO,2604
Accenture,Data Scientist,Azure Data Engineer,Azure Data Engineer,Las Vegas, NV,2605
Panasonic Energy of North America,Data Scientist,Data Scientist,Data Scientist,Sparks, NV,2606
CitiusTech,Data Scientist,Principal Data Scientist / Applied Machine Learning Engineer,"Model Development - Data pre-processing, data quality improvement and data mining for the development of custom AI / ML models.",Denver, CO,2607
DISH,Data Scientist,Senior Data Scientist,Great communication skills - someone who is passionate about evangelizing the value of advanced data science capabilities.,Englewood, CO,2608
Entercom Communications Corp.,Data Scientist,Senior Data Scientist,"The Senior Data Scientist will play a key role in building the appropriate modelling solutions for a new data platform system, and help with setting up to…",Denver, CO,2609
CenturyLink,Data Scientist,INTERN - DATA SCIENTIST - SUMMER 2020,"Data Scientists with NLP, text mining and other applied technologies.Experience in one of the following languages Python or R.3.0 or above cumulative GPA.",Broomfield, CO,2610
National Renewable Energy Laboratory,Data Scientist,Building Data Scientist III,The data scientist should have experience with data visualization frameworks and preferably have experience synthesizing data analysis results into basic web…,Golden, CO,2611
Unsupervised,Data Scientist,Data Scientist,"Serving results with Python, Pandas, NumPy, Jupyter, and Linux.2-5 years of professional experience as an analyst or data scientist.",Boulder, CO,2612
Flexential,Data Scientist,Marketing Data Scientist,"The Marketing Data Scientist, a strategic role in Flexential’s expanding marketing team, will aggregate and analyze existing intelligence and source new data to…",Denver, CO,2613
Seagate Technology,Data Scientist,Data Scientist - Senior,"Solid technical knowledge and hands-on skills in machine learning, deep learning, statistical algorithms, data mining, data structures, and data engineering.",Longmont, CO,2614
Aegis Premier Technologies,Data Scientist,Data Scientist,The ideal Data Scientist candidate will have some combination of the following experience/education:Data science: 2 years (Required).,Westminster, CO,2615
Transcorr National Logistics,Data Scientist,Data Scientist,"Proficient in Statistical Software: Python, R.Experience retrieving, cleaning, and manipulating data from TMS and CRM systems.",Fort Collins, CO,2616
Transamerica,Data Scientist,"Internship - Data Scientist, Denver CO (Summer 2020)","Work with product managers and data engineers to discover, collect, cleanse, and refine the data needed for analysis and modeling.",Denver, CO,2617
Aegon,Data Scientist,"Internship - Data Scientist, Denver CO (Summer 2020)","Work with product managers and data engineers to discover, collect, cleanse, and refine the data needed for analysis and modeling.",Denver, CO,2618
BP,Data Scientist,Data Scientist,"In conjunction with Data Engineers, building and managing new data tables that support data collection, cross-functional data integration, data visualization,…",Denver, CO,2619
"Starz Entertainment, LLC",Data Scientist,Sr. Data Engineer,Create data tools for analytics and data scientist team members that assist them in building and optimizing our products.,Englewood, CO,2620
Ball Aerospace,Data Scientist,Data Scientist I (668421),"Demonstrated capability of (end to end data project) generating or understanding a hypothesis, evaluating data needs and expectations; manipulating data to…",Boulder, CO,2621
"Vadata, Inc.",Data Scientist,Data Scientist,"At least 2+ years hands on experience programming in R, Python, or other data analysis and scripting languages.Communication and data presentation skills.",Denver, CO,2622
Astra LLC,Data Scientist,Data Scientist / AI Specialist,Job Announcement: Data Scientist / AI Specialist.ASTRA is looking for Data Scientist/Engineer to help lead our growing artificial intelligence (AI) and big…,Louisville, CO,2623
SciTec,Data Scientist,Junior Data Scientist,"Develop tools in Python for performance evaluation, with emphasis on tools for visualizing data.Government in building innovative new tools to deliver unique,…",Boulder, CO,2624
Twitter,Data Scientist,Senior Data Scientist- Consumer Product,"Experience using SQL, R, or Python for analysis, modeling, and data visualization.Work in tandem with team members, applying advanced statistical methods;…",Boulder, CO,2625
Pinnacol Assurance,Data Scientist,Data Scientist,"As a Data Scientist, you will work with internal teams to:Experience with common data science libraries (e.g. spaCy, Pandas, NumPy, Scikit-learn, XGBoost,…",Denver, CO,2626
Oracle,Data Scientist,Data Scientist Snr Manager,"An understanding of cloud architecture patterns such as containerization, cluster computing, message queueing, data pipelines and workflows, etc.",Broomfield, CO,2627
Deloitte,Data Scientist,Senior Data Scientist/Quantitative Consumer Marketer,"As a Senior Data Scientist, you will be tasked with solving end to end data problems.Experience with end-to-end Data Science solutions such as H2O Driverless…",Denver, CO,2628
CenturyLink,Data Scientist,Senior Data Scientist,"Python and/or R data script writing.The Data Scientist proactively identifies meaningful insights by executing data discovery, exploratory data analysis, and…",Broomfield, CO,2629
Transamerica,Data Scientist,Data Scientist,"As part of the Advanced Analytics group, the Data Scientist works with product managers, data engineers, and other data scientists to develop innovative…",Denver, CO,2630
CitiusTech,Data Scientist,Data Scientist,"Knowledge of databases, data modeling, data normalization etc. is a must.7-10 years of experience in Data Analysis.Exposure to tools – SPSS, SAS, R, Python.",Denver, CO,2631
Pie Insurance,Data Scientist,Predictive Modeling Manager/Data Scientist,"As a Data Scientist, you will be an integral part of PIE’s product development and delivery teams, working closely and collaboratively with PIE insurance domain…",Denver, CO,2632
